time,place_id,num_of_rack,tempm_6,hum_6,wspdm_6,wdird_6,wdire_6,pressurem_6,vism_6,windchillm_6,fog_6,rain_6,snow_6,hail_6,thunder_6,tempm_9,hum_9,wspdm_9,wdird_9,wdire_9,pressurem_9,vism_9,windchillm_9,fog_9,rain_9,snow_9,hail_9,thunder_9,tempm_12,hum_12,wspdm_12,wdird_12,wdire_12,pressurem_12,vism_12,windchillm_12,fog_12,rain_12,snow_12,hail_12,thunder_12,tempm_15,hum_15,wspdm_15,wdird_15,wdire_15,pressurem_15,vism_15,windchillm_15,fog_15,rain_15,snow_15,hail_15,thunder_15,tempm_18,hum_18,wspdm_18,wdird_18,wdire_18,pressurem_18,vism_18,windchillm_18,fog_18,rain_18,snow_18,hail_18,thunder_18,target
2015-01-01,506,22.0,-6.0,74,11.1,200,SSW,1034,10.0,-10.8,0,0,0,0,0,-5.0,68,9.3,210,SSW,1035,10.0,-9.0,0,0,0,0,0,-3.0,64,9.3,230,SW,1034,10.0,-6.7,0,0,0,0,0,-3.0,64,7.4,250,WSW,1034,8.0,-6.0,0,0,0,0,0,-3.0,74,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,0,0
2015-01-01,507,15.0,-6.0,74,11.1,200,SSW,1034,10.0,-10.8,0,0,0,0,0,-5.0,68,9.3,210,SSW,1035,10.0,-9.0,0,0,0,0,0,-3.0,64,9.3,230,SW,1034,10.0,-6.7,0,0,0,0,0,-3.0,64,7.4,250,WSW,1034,8.0,-6.0,0,0,0,0,0,-3.0,74,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,0,0
2015-01-01,504,22.0,-6.0,74,11.1,200,SSW,1034,10.0,-10.8,0,0,0,0,0,-5.0,68,9.3,210,SSW,1035,10.0,-9.0,0,0,0,0,0,-3.0,64,9.3,230,SW,1034,10.0,-6.7,0,0,0,0,0,-3.0,64,7.4,250,WSW,1034,8.0,-6.0,0,0,0,0,0,-3.0,74,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,0,0
2015-01-01,505,30.0,-6.0,74,11.1,200,SSW,1034,10.0,-10.8,0,0,0,0,0,-5.0,68,9.3,210,SSW,1035,10.0,-9.0,0,0,0,0,0,-3.0,64,9.3,230,SW,1034,10.0,-6.7,0,0,0,0,0,-3.0,64,7.4,250,WSW,1034,8.0,-6.0,0,0,0,0,0,-3.0,74,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,0,0
2015-01-01,508,15.0,-6.0,74,11.1,200,SSW,1034,10.0,-10.8,0,0,0,0,0,-5.0,68,9.3,210,SSW,1035,10.0,-9.0,0,0,0,0,0,-3.0,64,9.3,230,SW,1034,10.0,-6.7,0,0,0,0,0,-3.0,64,7.4,250,WSW,1034,8.0,-6.0,0,0,0,0,0,-3.0,74,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,0,0
2015-01-01,104,22.0,-6.0,74,11.1,200,SSW,1034,10.0,-10.8,0,0,0,0,0,-5.0,68,9.3,210,SSW,1035,10.0,-9.0,0,0,0,0,0,-3.0,64,9.3,230,SW,1034,10.0,-6.7,0,0,0,0,0,-3.0,64,7.4,250,WSW,1034,8.0,-6.0,0,0,0,0,0,-3.0,74,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,0,0
2015-01-01,102,15.0,-6.0,74,11.1,200,SSW,1034,10.0,-10.8,0,0,0,0,0,-5.0,68,9.3,210,SSW,1035,10.0,-9.0,0,0,0,0,0,-3.0,64,9.3,230,SW,1034,10.0,-6.7,0,0,0,0,0,-3.0,64,7.4,250,WSW,1034,8.0,-6.0,0,0,0,0,0,-3.0,74,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,0,0
2015-01-01,103,15.0,-6.0,74,11.1,200,SSW,1034,10.0,-10.8,0,0,0,0,0,-5.0,68,9.3,210,SSW,1035,10.0,-9.0,0,0,0,0,0,-3.0,64,9.3,230,SW,1034,10.0,-6.7,0,0,0,0,0,-3.0,64,7.4,250,WSW,1034,8.0,-6.0,0,0,0,0,0,-3.0,74,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,0,0
2015-01-01,701,15.0,-6.0,74,11.1,200,SSW,1034,10.0,-10.8,0,0,0,0,0,-5.0,68,9.3,210,SSW,1035,10.0,-9.0,0,0,0,0,0,-3.0,64,9.3,230,SW,1034,10.0,-6.7,0,0,0,0,0,-3.0,64,7.4,250,WSW,1034,8.0,-6.0,0,0,0,0,0,-3.0,74,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,0,0
2015-01-01,807,15.0,-6.0,74,11.1,200,SSW,1034,10.0,-10.8,0,0,0,0,0,-5.0,68,9.3,210,SSW,1035,10.0,-9.0,0,0,0,0,0,-3.0,64,9.3,230,SW,1034,10.0,-6.7,0,0,0,0,0,-3.0,64,7.4,250,WSW,1034,8.0,-6.0,0,0,0,0,0,-3.0,74,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,0,0
2015-01-01,806,15.0,-6.0,74,11.1,200,SSW,1034,10.0,-10.8,0,0,0,0,0,-5.0,68,9.3,210,SSW,1035,10.0,-9.0,0,0,0,0,0,-3.0,64,9.3,230,SW,1034,10.0,-6.7,0,0,0,0,0,-3.0,64,7.4,250,WSW,1034,8.0,-6.0,0,0,0,0,0,-3.0,74,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,0,1
2015-01-01,805,15.0,-6.0,74,11.1,200,SSW,1034,10.0,-10.8,0,0,0,0,0,-5.0,68,9.3,210,SSW,1035,10.0,-9.0,0,0,0,0,0,-3.0,64,9.3,230,SW,1034,10.0,-6.7,0,0,0,0,0,-3.0,64,7.4,250,WSW,1034,8.0,-6.0,0,0,0,0,0,-3.0,74,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,0,0
2015-01-01,804,22.0,-6.0,74,11.1,200,SSW,1034,10.0,-10.8,0,0,0,0,0,-5.0,68,9.3,210,SSW,1035,10.0,-9.0,0,0,0,0,0,-3.0,64,9.3,230,SW,1034,10.0,-6.7,0,0,0,0,0,-3.0,64,7.4,250,WSW,1034,8.0,-6.0,0,0,0,0,0,-3.0,74,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,0,0
2015-01-01,803,15.0,-6.0,74,11.1,200,SSW,1034,10.0,-10.8,0,0,0,0,0,-5.0,68,9.3,210,SSW,1035,10.0,-9.0,0,0,0,0,0,-3.0,64,9.3,230,SW,1034,10.0,-6.7,0,0,0,0,0,-3.0,64,7.4,250,WSW,1034,8.0,-6.0,0,0,0,0,0,-3.0,74,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,0,0
2015-01-01,802,22.0,-6.0,74,11.1,200,SSW,1034,10.0,-10.8,0,0,0,0,0,-5.0,68,9.3,210,SSW,1035,10.0,-9.0,0,0,0,0,0,-3.0,64,9.3,230,SW,1034,10.0,-6.7,0,0,0,0,0,-3.0,64,7.4,250,WSW,1034,8.0,-6.0,0,0,0,0,0,-3.0,74,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,0,1
2015-01-01,801,22.0,-6.0,74,11.1,200,SSW,1034,10.0,-10.8,0,0,0,0,0,-5.0,68,9.3,210,SSW,1035,10.0,-9.0,0,0,0,0,0,-3.0,64,9.3,230,SW,1034,10.0,-6.7,0,0,0,0,0,-3.0,64,7.4,250,WSW,1034,8.0,-6.0,0,0,0,0,0,-3.0,74,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,0,0
2015-01-01,809,20.0,-6.0,74,11.1,200,SSW,1034,10.0,-10.8,0,0,0,0,0,-5.0,68,9.3,210,SSW,1035,10.0,-9.0,0,0,0,0,0,-3.0,64,9.3,230,SW,1034,10.0,-6.7,0,0,0,0,0,-3.0,64,7.4,250,WSW,1034,8.0,-6.0,0,0,0,0,0,-3.0,74,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,0,0
2015-01-01,808,24.0,-6.0,74,11.1,200,SSW,1034,10.0,-10.8,0,0,0,0,0,-5.0,68,9.3,210,SSW,1035,10.0,-9.0,0,0,0,0,0,-3.0,64,9.3,230,SW,1034,10.0,-6.7,0,0,0,0,0,-3.0,64,7.4,250,WSW,1034,8.0,-6.0,0,0,0,0,0,-3.0,74,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,0,0
2015-01-01,601,22.0,-6.0,74,11.1,200,SSW,1034,10.0,-10.8,0,0,0,0,0,-5.0,68,9.3,210,SSW,1035,10.0,-9.0,0,0,0,0,0,-3.0,64,9.3,230,SW,1034,10.0,-6.7,0,0,0,0,0,-3.0,64,7.4,250,WSW,1034,8.0,-6.0,0,0,0,0,0,-3.0,74,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,0,0
2015-01-01,606,16.0,-6.0,74,11.1,200,SSW,1034,10.0,-10.8,0,0,0,0,0,-5.0,68,9.3,210,SSW,1035,10.0,-9.0,0,0,0,0,0,-3.0,64,9.3,230,SW,1034,10.0,-6.7,0,0,0,0,0,-3.0,64,7.4,250,WSW,1034,8.0,-6.0,0,0,0,0,0,-3.0,74,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,0,0
2015-01-01,610,15.0,-6.0,74,11.1,200,SSW,1034,10.0,-10.8,0,0,0,0,0,-5.0,68,9.3,210,SSW,1035,10.0,-9.0,0,0,0,0,0,-3.0,64,9.3,230,SW,1034,10.0,-6.7,0,0,0,0,0,-3.0,64,7.4,250,WSW,1034,8.0,-6.0,0,0,0,0,0,-3.0,74,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,0,0
2015-01-01,611,30.0,-6.0,74,11.1,200,SSW,1034,10.0,-10.8,0,0,0,0,0,-5.0,68,9.3,210,SSW,1035,10.0,-9.0,0,0,0,0,0,-3.0,64,9.3,230,SW,1034,10.0,-6.7,0,0,0,0,0,-3.0,64,7.4,250,WSW,1034,8.0,-6.0,0,0,0,0,0,-3.0,74,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,0,0
2015-01-01,1305,15.0,-6.0,74,11.1,200,SSW,1034,10.0,-10.8,0,0,0,0,0,-5.0,68,9.3,210,SSW,1035,10.0,-9.0,0,0,0,0,0,-3.0,64,9.3,230,SW,1034,10.0,-6.7,0,0,0,0,0,-3.0,64,7.4,250,WSW,1034,8.0,-6.0,0,0,0,0,0,-3.0,74,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,0,0
2015-01-01,1304,30.0,-6.0,74,11.1,200,SSW,1034,10.0,-10.8,0,0,0,0,0,-5.0,68,9.3,210,SSW,1035,10.0,-9.0,0,0,0,0,0,-3.0,64,9.3,230,SW,1034,10.0,-6.7,0,0,0,0,0,-3.0,64,7.4,250,WSW,1034,8.0,-6.0,0,0,0,0,0,-3.0,74,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,0,0
2015-01-01,1303,16.0,-6.0,74,11.1,200,SSW,1034,10.0,-10.8,0,0,0,0,0,-5.0,68,9.3,210,SSW,1035,10.0,-9.0,0,0,0,0,0,-3.0,64,9.3,230,SW,1034,10.0,-6.7,0,0,0,0,0,-3.0,64,7.4,250,WSW,1034,8.0,-6.0,0,0,0,0,0,-3.0,74,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,0,0
2015-01-01,1302,22.0,-6.0,74,11.1,200,SSW,1034,10.0,-10.8,0,0,0,0,0,-5.0,68,9.3,210,SSW,1035,10.0,-9.0,0,0,0,0,0,-3.0,64,9.3,230,SW,1034,10.0,-6.7,0,0,0,0,0,-3.0,64,7.4,250,WSW,1034,8.0,-6.0,0,0,0,0,0,-3.0,74,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,0,0
2015-01-01,1401,22.0,-6.0,74,11.1,200,SSW,1034,10.0,-10.8,0,0,0,0,0,-5.0,68,9.3,210,SSW,1035,10.0,-9.0,0,0,0,0,0,-3.0,64,9.3,230,SW,1034,10.0,-6.7,0,0,0,0,0,-3.0,64,7.4,250,WSW,1034,8.0,-6.0,0,0,0,0,0,-3.0,74,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,0,0
2015-01-01,204,22.0,-6.0,74,11.1,200,SSW,1034,10.0,-10.8,0,0,0,0,0,-5.0,68,9.3,210,SSW,1035,10.0,-9.0,0,0,0,0,0,-3.0,64,9.3,230,SW,1034,10.0,-6.7,0,0,0,0,0,-3.0,64,7.4,250,WSW,1034,8.0,-6.0,0,0,0,0,0,-3.0,74,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,0,0
2015-01-01,201,15.0,-6.0,74,11.1,200,SSW,1034,10.0,-10.8,0,0,0,0,0,-5.0,68,9.3,210,SSW,1035,10.0,-9.0,0,0,0,0,0,-3.0,64,9.3,230,SW,1034,10.0,-6.7,0,0,0,0,0,-3.0,64,7.4,250,WSW,1034,8.0,-6.0,0,0,0,0,0,-3.0,74,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,0,0
2015-01-01,203,15.0,-6.0,74,11.1,200,SSW,1034,10.0,-10.8,0,0,0,0,0,-5.0,68,9.3,210,SSW,1035,10.0,-9.0,0,0,0,0,0,-3.0,64,9.3,230,SW,1034,10.0,-6.7,0,0,0,0,0,-3.0,64,7.4,250,WSW,1034,8.0,-6.0,0,0,0,0,0,-3.0,74,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,0,0
2015-01-01,202,15.0,-6.0,74,11.1,200,SSW,1034,10.0,-10.8,0,0,0,0,0,-5.0,68,9.3,210,SSW,1035,10.0,-9.0,0,0,0,0,0,-3.0,64,9.3,230,SW,1034,10.0,-6.7,0,0,0,0,0,-3.0,64,7.4,250,WSW,1034,8.0,-6.0,0,0,0,0,0,-3.0,74,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,0,0
2015-01-01,904,22.0,-6.0,74,11.1,200,SSW,1034,10.0,-10.8,0,0,0,0,0,-5.0,68,9.3,210,SSW,1035,10.0,-9.0,0,0,0,0,0,-3.0,64,9.3,230,SW,1034,10.0,-6.7,0,0,0,0,0,-3.0,64,7.4,250,WSW,1034,8.0,-6.0,0,0,0,0,0,-3.0,74,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,0,0
2015-01-01,905,30.0,-6.0,74,11.1,200,SSW,1034,10.0,-10.8,0,0,0,0,0,-5.0,68,9.3,210,SSW,1035,10.0,-9.0,0,0,0,0,0,-3.0,64,9.3,230,SW,1034,10.0,-6.7,0,0,0,0,0,-3.0,64,7.4,250,WSW,1034,8.0,-6.0,0,0,0,0,0,-3.0,74,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,0,0
2015-01-01,902,22.0,-6.0,74,11.1,200,SSW,1034,10.0,-10.8,0,0,0,0,0,-5.0,68,9.3,210,SSW,1035,10.0,-9.0,0,0,0,0,0,-3.0,64,9.3,230,SW,1034,10.0,-6.7,0,0,0,0,0,-3.0,64,7.4,250,WSW,1034,8.0,-6.0,0,0,0,0,0,-3.0,74,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,0,0
2015-01-01,903,22.0,-6.0,74,11.1,200,SSW,1034,10.0,-10.8,0,0,0,0,0,-5.0,68,9.3,210,SSW,1035,10.0,-9.0,0,0,0,0,0,-3.0,64,9.3,230,SW,1034,10.0,-6.7,0,0,0,0,0,-3.0,64,7.4,250,WSW,1034,8.0,-6.0,0,0,0,0,0,-3.0,74,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,0,0
2015-01-01,901,15.0,-6.0,74,11.1,200,SSW,1034,10.0,-10.8,0,0,0,0,0,-5.0,68,9.3,210,SSW,1035,10.0,-9.0,0,0,0,0,0,-3.0,64,9.3,230,SW,1034,10.0,-6.7,0,0,0,0,0,-3.0,64,7.4,250,WSW,1034,8.0,-6.0,0,0,0,0,0,-3.0,74,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,0,0
2015-01-01,603,22.0,-6.0,74,11.1,200,SSW,1034,10.0,-10.8,0,0,0,0,0,-5.0,68,9.3,210,SSW,1035,10.0,-9.0,0,0,0,0,0,-3.0,64,9.3,230,SW,1034,10.0,-6.7,0,0,0,0,0,-3.0,64,7.4,250,WSW,1034,8.0,-6.0,0,0,0,0,0,-3.0,74,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,0,0
2015-01-01,605,22.0,-6.0,74,11.1,200,SSW,1034,10.0,-10.8,0,0,0,0,0,-5.0,68,9.3,210,SSW,1035,10.0,-9.0,0,0,0,0,0,-3.0,64,9.3,230,SW,1034,10.0,-6.7,0,0,0,0,0,-3.0,64,7.4,250,WSW,1034,8.0,-6.0,0,0,0,0,0,-3.0,74,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,0,0
2015-01-01,604,18.0,-6.0,74,11.1,200,SSW,1034,10.0,-10.8,0,0,0,0,0,-5.0,68,9.3,210,SSW,1035,10.0,-9.0,0,0,0,0,0,-3.0,64,9.3,230,SW,1034,10.0,-6.7,0,0,0,0,0,-3.0,64,7.4,250,WSW,1034,8.0,-6.0,0,0,0,0,0,-3.0,74,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,0,0
2015-01-01,607,30.0,-6.0,74,11.1,200,SSW,1034,10.0,-10.8,0,0,0,0,0,-5.0,68,9.3,210,SSW,1035,10.0,-9.0,0,0,0,0,0,-3.0,64,9.3,230,SW,1034,10.0,-6.7,0,0,0,0,0,-3.0,64,7.4,250,WSW,1034,8.0,-6.0,0,0,0,0,0,-3.0,74,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,0,0
2015-01-01,515,30.0,-6.0,74,11.1,200,SSW,1034,10.0,-10.8,0,0,0,0,0,-5.0,68,9.3,210,SSW,1035,10.0,-9.0,0,0,0,0,0,-3.0,64,9.3,230,SW,1034,10.0,-6.7,0,0,0,0,0,-3.0,64,7.4,250,WSW,1034,8.0,-6.0,0,0,0,0,0,-3.0,74,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,0,0
2015-01-01,514,22.0,-6.0,74,11.1,200,SSW,1034,10.0,-10.8,0,0,0,0,0,-5.0,68,9.3,210,SSW,1035,10.0,-9.0,0,0,0,0,0,-3.0,64,9.3,230,SW,1034,10.0,-6.7,0,0,0,0,0,-3.0,64,7.4,250,WSW,1034,8.0,-6.0,0,0,0,0,0,-3.0,74,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,0,1
2015-01-01,517,22.0,-6.0,74,11.1,200,SSW,1034,10.0,-10.8,0,0,0,0,0,-5.0,68,9.3,210,SSW,1035,10.0,-9.0,0,0,0,0,0,-3.0,64,9.3,230,SW,1034,10.0,-6.7,0,0,0,0,0,-3.0,64,7.4,250,WSW,1034,8.0,-6.0,0,0,0,0,0,-3.0,74,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,0,0
2015-01-01,516,15.0,-6.0,74,11.1,200,SSW,1034,10.0,-10.8,0,0,0,0,0,-5.0,68,9.3,210,SSW,1035,10.0,-9.0,0,0,0,0,0,-3.0,64,9.3,230,SW,1034,10.0,-6.7,0,0,0,0,0,-3.0,64,7.4,250,WSW,1034,8.0,-6.0,0,0,0,0,0,-3.0,74,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,0,0
2015-01-01,511,22.0,-6.0,74,11.1,200,SSW,1034,10.0,-10.8,0,0,0,0,0,-5.0,68,9.3,210,SSW,1035,10.0,-9.0,0,0,0,0,0,-3.0,64,9.3,230,SW,1034,10.0,-6.7,0,0,0,0,0,-3.0,64,7.4,250,WSW,1034,8.0,-6.0,0,0,0,0,0,-3.0,74,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,0,0
2015-01-01,510,22.0,-6.0,74,11.1,200,SSW,1034,10.0,-10.8,0,0,0,0,0,-5.0,68,9.3,210,SSW,1035,10.0,-9.0,0,0,0,0,0,-3.0,64,9.3,230,SW,1034,10.0,-6.7,0,0,0,0,0,-3.0,64,7.4,250,WSW,1034,8.0,-6.0,0,0,0,0,0,-3.0,74,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,0,0
2015-01-01,513,22.0,-6.0,74,11.1,200,SSW,1034,10.0,-10.8,0,0,0,0,0,-5.0,68,9.3,210,SSW,1035,10.0,-9.0,0,0,0,0,0,-3.0,64,9.3,230,SW,1034,10.0,-6.7,0,0,0,0,0,-3.0,64,7.4,250,WSW,1034,8.0,-6.0,0,0,0,0,0,-3.0,74,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,0,0
2015-01-01,512,15.0,-6.0,74,11.1,200,SSW,1034,10.0,-10.8,0,0,0,0,0,-5.0,68,9.3,210,SSW,1035,10.0,-9.0,0,0,0,0,0,-3.0,64,9.3,230,SW,1034,10.0,-6.7,0,0,0,0,0,-3.0,64,7.4,250,WSW,1034,8.0,-6.0,0,0,0,0,0,-3.0,74,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,0,0
2015-01-01,518,15.0,-6.0,74,11.1,200,SSW,1034,10.0,-10.8,0,0,0,0,0,-5.0,68,9.3,210,SSW,1035,10.0,-9.0,0,0,0,0,0,-3.0,64,9.3,230,SW,1034,10.0,-6.7,0,0,0,0,0,-3.0,64,7.4,250,WSW,1034,8.0,-6.0,0,0,0,0,0,-3.0,74,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,0,0
2015-01-01,609,22.0,-6.0,74,11.1,200,SSW,1034,10.0,-10.8,0,0,0,0,0,-5.0,68,9.3,210,SSW,1035,10.0,-9.0,0,0,0,0,0,-3.0,64,9.3,230,SW,1034,10.0,-6.7,0,0,0,0,0,-3.0,64,7.4,250,WSW,1034,8.0,-6.0,0,0,0,0,0,-3.0,74,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,0,0
2015-01-01,608,15.0,-6.0,74,11.1,200,SSW,1034,10.0,-10.8,0,0,0,0,0,-5.0,68,9.3,210,SSW,1035,10.0,-9.0,0,0,0,0,0,-3.0,64,9.3,230,SW,1034,10.0,-6.7,0,0,0,0,0,-3.0,64,7.4,250,WSW,1034,8.0,-6.0,0,0,0,0,0,-3.0,74,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,0,0
2015-01-01,602,22.0,-6.0,74,11.1,200,SSW,1034,10.0,-10.8,0,0,0,0,0,-5.0,68,9.3,210,SSW,1035,10.0,-9.0,0,0,0,0,0,-3.0,64,9.3,230,SW,1034,10.0,-6.7,0,0,0,0,0,-3.0,64,7.4,250,WSW,1034,8.0,-6.0,0,0,0,0,0,-3.0,74,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,0,0
